25
19	69	122	14	69	114	106	34	113	102	99	103	43	65	51	10	32	93
56	44	20	62	122	48	118	12	32	125	55	30	81	94	114	120	49	124
107	106	40	9	47	42	1	60	52	113	92	111	118	40	109	95	26	91
51	9	40	27	49	50	87	83	34	83	75	91	43	5	92	1	38	60
90	116	1	37	74	14	47	32	2	97	8	55	83	22	93	11	15	10
78	79	76	102	32	7	39	52	113	110	45	87	115	19	14	120	22	60
123	31	70	70	37	60	42	12	124	42	70	2	99	92	18	5	69	93
11	99	56	60	114	18	22	53	28	99	47	118	20	110	99	89	37	70
105	45	47	80	114	53	62	46	103	101	111	83	30	8	114	125	32	77
13	98	22	20	113	36	29	65	93	13	3	59	11	58	80	36	30	104
33	58	49	93	107	127	113	26	18	35	122	93	126	27	107	23	13	46
44	75	10	72	70	59	30	42	36	77	94	89	105	91	69	91	67	112
62	31	42	77	124	124	122	2	98	122	103	6	92	79	34	62	69	51
111	112	83	80	69	125	64	45	62	11	33	83	123	8	66	12	48	98
53	1	7	103	0	111	56	18	20	3	15	76	24	93	45	81	20	52
17	30	55	123	38	50	43	14	31	29	45	124	67	116	85	35	24	22
12	20	115	50	53	125	119	123	75	90	76	5	85	29	6	48	1	109
70	87	126	120	29	103	112	84	69	127	117	27	69	7	126	93	26	97
27	50	41	34	74	61	23	37	118	63	118	45	63	48	75	111	16	90
42	18	24	95	32	30	1	18	68	33	10	28	38	81	101	92	32	25
19	17	82	90	108	79	2	18	127	10	7	37	34	26	6	67	38	56
50	107	73	68	0	94	67	43	111	87	58	9	90	125	36	112	22	58
14	34	42	87	66	101	34	34	37	51	27	47	104	30	101	45	81	43
54	49	19	34	20	68	26	117	76	72	67	49	63	34	14	41	65	7
54	8	104	72	109	82	102	112	68	55	11	56	80	24	8	44	72	0
118	122	73	6	110	12	121	77	87	12	111	42	5	91	26	106	64	25
46	4	87	109	56	93	76	40	0	71	108	16	120	62	67	93	26	33
32	124	92	71	26	53	91	9	108	51	117	119	41	42	44	30	43	122
103	26	99	14	40	54	102	58	20	39	105	20	45	106	20	97	57	22
116	87	20	7	45	21	100	68	77	63	98	33	126	7	116	64	106	58
4	126	39	26	4	4	117	81	14	19	93	111	85	16	46	81	14	53
124	81	100	49	44	120	6	70	93	98	57	17	45	23	58	117	27	21
117	39	13	42	102	58	16	46	37	90	107	47	106	100	83	123	14	21
96	3	124	73	99	109	37	101	93	76	94	58	24	118	54	99	90	101
125	85	36	115	121	117	9	66	8	44	69	83	31	32	57	94	41	0
117	17	62	124	45	66	83	84	125	32	70	96	65	9	55	14	113	32
123	6	109	1	43	119	114	53	7	37	1	2	31	115	64	0	35	93
45	68	101	52	66	121	120	79	26	118	0	45	127	34	87	24	4	121
97	86	107	23	98	116	26	56	51	16	96	19	81	65	100	91	9	53
39	24	114	83	69	41	39	0	59	27	64	74	10	17	92	19	35	117
40	23	65	34	121	30	10	102	31	123	55	69	0	90	97	21	58	10
96	61	82	108	23	94	79	86	99	109	72	119	120	31	124	94	42	13
10	10	88	103	52	113	28	34	81	110	62	120	5	20	85	111	84	60
117	47	85	73	116	13	21	49	51	71	101	7	63	90	23	32	35	45
125	32	18	36	23	1	84	119	102	40	80	89	2	113	20	1	88	51
48	69	21	106	110	84	68	122	75	83	92	66	29	94	85	9	55	37
71	37	116	41	106	29	38	105	32	122	64	76	23	49	17	30	13	44
81	106	9	100	82	44	124	21	10	71	49	35	108	40	4	93	122	54
35	7	8	73	71	101	76	100	66	120	80	32	85	7	100	115	27	101
26	16	78	94	7	71	1	111	103	0	95	12	76	81	4	40	53	95
100	75	54	14	80	35	66	36	16	26	71	69	102	50	26	40	81	15
27	50	103	2	83	65	14	88	53	125	114	100	24	13	121	120	114	113
37	88	87	24	96	44	103	10	95	88	26	24	77	20	74	66	59	18
15	5	110	67	117	58	4	5	89	30	124	107	78	35	103	59	94	52
55	85	102	64	125	105	94	0	122	125	109	48	26	25	116	22	78	110
111	25	90	117	87	110	20	16	49	29	49	28	112	55	55	110	51	54
52	105	76	97	100	29	77	6	28	48	77	99	54	74	42	97	40	96
37	17	111	101	43	84	15	98	8	81	60	94	49	5	1	27	62	103
84	70	40	24	34	64	71	14	74	71	54	20	119	43	111	125	104	26
61	25	113	77	102	123	20	117	32	111	62	21	72	60	8	42	95	120
25	84	88	1	110	104	37	35	42	117	82	41	69	61	97	10	36	34
19	85	35	8	79	68	96	101	114	63	57	95	52	102	59	18	5	61
17	72	10	78	32	123	69	109	5	71	35	98	24	38	61	32	87	68
30	9	78	34	125	16	117	54	55	125	124	75	63	8	16	86	106	70
126	86	86	79	30	109	41	55	5	65	43	5	5	4	28	38	117	31
28	107	36	16	114	18	60	79	13	33	78	108	1	6	27	5	28	42
48	2	23	43	58	31	9	26	125	80	64	114	123	30	86	80	49	108
28	75	76	58	38	79	24	62	118	112	29	54	61	25	87	102	4	26
89	19	99	26	64	122	78	107	33	26	2	57	84	0	90	113	26	57
87	41	15	67	66	56	44	22	126	105	116	2	39	32	112	116	107	121
27	66	53	42	46	101	113	120	71	103	63	0	78	101	1	65	5	89
126	3	81	17	56	44	77	122	110	55	79	18	15	82	71	79	125	117
43	15	27	118	49	17	47	17	0	78	117	83	114	34	106	50	3	9
109	76	125	23	6	125	94	40	32	104	126	124	109	122	110	119	54	42
19	27	105	54	66	12	77	34	115	88	53	55	123	42	27	14	82	126
26	53	108	103	83	69	104	45	72	83	4	75	109	110	114	62	22	27
88	105	112	22	3	3	87	127	59	39	52	22	73	40	13	93	41	47
12	50	93	66	41	14	112	53	1	27	81	32	98	26	8	96	119	14
6	107	16	54	0	60	17	121	48	64	87	107	80	72	17	4	118	106
115	51	23	0	85	94	29	65	2	122	120	81	3	81	121	91	125	68
44	103	81	43	7	59	38	86	19	127	111	79	22	22	65	108	41	125
45	89	71	69	50	75	9	23	0	99	68	81	111	2	127	38	99	40
30	38	110	61	51	35	34	75	18	1	9	36	55	31	44	65	55	104
114	42	58	61	39	79	15	44	111	60	19	69	25	93	42	84	31	39
29	72	112	21	39	75	54	22	44	107	75	75	37	99	61	75	101	28
28	102	116	18	57	13	71	90	93	59	16	18	70	60	5	13	29	41
58	87	56	99	74	100	54	77	63	35	43	81	93	49	13	36	119	1
13	101	23	97	115	65	92	71	37	18	32	26	107	77	104	28	123	82
122	112	91	115	49	126	126	1	111	120	11	21	68	95	13	67	79	107
112	56	100	70	82	53	70	106	1	17	94	15	76	35	113	118	31	78
117	119	120	119	34	101	27	5	77	104	86	49	100	89	84	110	116	81
80	125	115	67	98	122	44	127	116	19	90	61	26	60	99	58	61	50
124	67	54	26	16	37	10	81	109	46	5	101	19	7	7	30	40	104
47	87	7	79	28	27	34	37	32	102	63	106	5	23	34	2	109	3
20	95	64	41	87	117	58	53	100	103	67	120	6	11	82	63	39	116
42	45	61	4	90	11	50	100	51	94	80	115	38	72	54	49	34	3
17	15	62	41	43	73	92	26	37	57	76	110	29	11	45	66	117	106
12	127	29	80	56	57	72	104	78	17	16	41	9	81	3	10	52	83
119	77	7	91	126	15	125	21	85	52	110	51	117	114	16	25	108	77
54	67	78	123	38	27	119	107	24	25	35	26	25	83	83	6	74	52
86	47	16	90	16	47	22	26	30	80	25	112	21	86	16	107	94	39
46	30	74	105	102	7	102	51	29	64	92	47	10	24	21	72	52	8
28	88	0	66	51	110	11	125	124	17	109	38	6	123	123	0	90	83
48	103	8	0	108	57	109	88	116	56	67	72	68	75	99	43	60	30
39	104	104	17	77	99	1	127	8	36	75	9	35	127	27	38	109	61
119	28	36	115	1	72	14	39	115	124	11	90	102	112	7	113	30	90
127	126	0	33	12	51	30	90	21	86	91	50	85	44	76	48	126	93
101	33	58	107	20	56	53	112	28	82	100	72	7	12	61	121	37	59
104	37	27	24	48	116	59	59	15	55	4	17	37	14	58	19	3	85
77	49	109	93	52	116	97	87	118	17	42	33	76	72	111	0	60	22
59	91	61	88	78	45	59	51	4	87	26	27	88	73	69	9	45	87
16	110	89	68	118	81	24	124	47	44	73	110	114	43	72	22	23	77
6	75	88	87	65	12	54	85	119	99	32	24	80	69	29	69	7	96
101	90	25	70	22	86	7	116	17	6	97	25	100	43	106	50	4	51
22	28	77	3	14	126	92	104	33	102	80	89	111	125	110	113	80	97
56	99	33	90	105	97	79	12	114	106	109	36	117	7	114	4	22	55
23	82	54	62	5	63	94	49	82	117	107	127	68	60	108	89	120	88
19	119	88	108	117	116	65	98	107	107	34	112	11	56	52	2	110	53
114	61	76	35	28	41	27	22	125	35	21	50	114	67	82	48	118	46
15	32	102	73	64	57	94	4	95	76	107	16	122	35	4	0	94	8
54	88	69	82	84	117	105	71	106	94	48	122	99	113	16	48	35	115
18	54	47	50	13	27	69	11	127	20	121	60	110	49	58	30	11	26
76	109	17	48	47	64	94	115	84	104	91	3	43	64	92	35	36	36
43	58	28	50	55	48	90	54	66	51	3	126	45	50	31	22	2	25
1	105	20	2	11	77	92	120	9	57	95	54	70	40	1	34	2	74
113	48	85	67	49	98	57	64	9	113	50	22	8	33	71	54	8	27
93	113	42	112	107	89	96	45	33	89	5	29	124	40	31	40	17	3
26	56	73	20	21	114	39	62	47	106	61	33	85	88	91	34	11	18
69	106	61	104	5	113	9	71	12	13	123	25	102	112	72	99	99	98
24	125	92	50	61	73	48	39	111	52	101	21	88	102	44	107	37	22
41	83	100	60	46	80	20	22	2	13	87	112	105	67	46	59	87	87
45	106	38	10	37	37	63	66	40	117	25	17	37	41	112	100	86	33
102	84	107	79	64	106	77	57	67	34	79	85	50	8	123	10	110	22
11	83	52	37	42	112	125	52	68	3	48	96	26	86	74	105	126	71
29	54	97	53	30	122	70	48	33	53	112	36	61	10	63	104	13	20
14	66	56	80	1	42	24	29	35	40	68	55	106	73	68	58	107	71
35	117	66	0	57	16	34	116	124	117	6	16	10	76	6	64	50	75
103	109	68	106	99	108	80	115	74	25	64	37	84	29	64	127	29	119
77	51	42	51	25	7	92	126	118	99	14	54	52	91	115	118	69	107
49	57	24	91	62	81	108	42	7	99	124	104	37	19	76	88	70	28
42	89	66	118	23	25	19	45	116	30	20	100	74	89	111	62	92	35
19	63	32	50	67	14	81	10	0	97	20	39	107	26	66	20	102	25
124	24	37	3	85	119	98	71	2	26	14	77	117	100	83	53	123	123
11	34	84	117	27	60	102	102	50	31	67	84	105	119	47	110	50	79
24	4	73	21	119	110	36	58	90	7	14	56	15	5	120	28	91	110
80	27	69	1	98	83	40	86	51	3	21	57	55	26	12	83	57	29
41	15	72	30	42	82	61	125	88	45	68	24	91	7	77	121	29	40
117	97	6	125	40	6	61	30	97	112	43	88	57	46	50	88	21	9
16	48	97	99	19	95	65	67	0	10	117	4	48	14	102	30	8	45
102	42	110	50	103	84	23	44	26	36	77	11	60	47	11	4	71	7
48	17	16	5	36	84	4	117	62	120	39	5	83	101	69	32	87	84
16	124	4	61	7	86	44	44	11	29	60	66	78	34	46	3	106	16
23	100	113	45	12	31	3	62	62	12	97	11	46	100	48	62	28	10
66	0	28	3	108	114	53	117	17	94	62	99	28	126	113	50	20	33
62	76	5	84	59	111	71	68	119	33	126	2	22	58	5	83	21	106
31	64	0	51	113	77	98	123	75	107	83	42	41	19	29	80	39	95
4	102	27	24	126	102	124	55	100	95	42	115	70	25	9	64	92	31
90	55	115	116	111	83	86	58	23	3	72	48	40	46	73	85	77	83
33	28	119	28	3	15	88	22	127	114	65	23	109	28	113	118	8	91
106	0	2	58	22	9	63	77	15	0	89	61	48	70	50	61	93	41
72	97	118	37	83	81	5	46	95	5	27	88	1	31	53	53	114	20
39	5	126	116	123	33	18	51	24	14	30	67	39	116	3	108	66	13
72	66	112	1	112	110	87	28	74	61	67	82	40	0	40	116	113	103
40	120	102	119	37	25	36	58	65	104	107	103	37	29	82	14	107	22
41	40	1	20	49	82	9	70	55	117	98	45	58	46	74	86	115	38
89	125	122	26	70	111	50	84	125	118	117	106	40	40	90	86	126	66
124	88	25	126	57	109	89	18	14	37	35	18	7	110	18	58	123	117
10	77	78	62	25	34	124	29	75	126	51	125	80	93	67	99	74	91
29	102	15	78	118	43	104	50	119	15	94	76	80	55	37	22	53	70
25	79	19	29	67	38	125	10	81	48	54	74	20	47	66	92	31	53
67	31	20	124	91	38	127	125	100	60	17	49	33	108	33	55	106	121
57	0	1	81	72	51	6	87	10	108	124	88	107	119	99	40	32	60
125	104	61	6	24	6	90	64	66	65	25	3	123	4	25	21	122	109
0	49	61	51	114	74	49	9	125	16	63	20	31	70	23	66	2	113
92	105	71	107	19	124	58	14	2	82	75	14	54	77	92	87	120	111
59	46	36	101	34	24	37	46	22	61	79	86	88	82	38	22	10	10
17	42	81	6	29	64	60	3	101	17	49	99	32	36	31	31	115	14
48	59	124	68	32	38	15	127	32	27	88	5	105	127	112	49	40	75
32	77	76	108	79	104	47	18	30	119	111	68	14	54	49	104	64	18
80	20	104	28	55	117	84	97	92	35	17	66	17	105	59	113	42	94
17	69	38	6	121	33	48	127	104	1	4	120	70	19	77	8	104	10
21	67	32	61	102	76	81	126	75	93	123	19	103	39	9	48	29	16
116	42	97	78	26	58	32	114	52	75	77	121	55	48	102	97	0	2
18	126	26	111	61	5	40	49	111	107	1	89	79	121	44	7	51	33
4	126	31	68	63	110	35	16	107	115	62	17	52	7	90	2	12	98
93	75	47	35	64	115	125	104	28	29	89	41	60	117	16	5	71	15
71	95	67	68	116	104	71	38	81	127	70	105	117	72	53	122	105	51
111	62	75	66	109	39	13	56	13	71	5	15	91	88	49	108	113	56
26	40	57	99	32	93	29	27	60	72	122	121	26	76	6	116	123	33
71	15	35	126	109	104	32	89	95	46	110	3	116	62	97	42	40	78
22	123	69	32	13	119	43	69	116	117	105	53	77	113	114	110	61	61
95	59	70	79	115	51	25	116	89	110	33	85	1	23	26	96	5	34
34	62	114	116	35	9	89	82	23	45	3	126	79	121	127	23	44	13
82	6	30	75	34	18	85	88	108	79	90	65	24	54	19	76	76	89
39	55	77	60	33	102	15	49	50	96	7	12	99	2	57	2	41	92
13	103	125	106	96	98	12	126	100	29	98	25	33	59	67	43	90	9
62	5	78	63	30	66	108	88	105	95	83	32	111	36	102	110	108	84
88	41	13	102	33	38	28	106	38	81	80	117	83	117	12	9	59	69
94	5	100	15	70	79	98	117	50	23	105	14	79	78	1	58	116	46
19	101	35	125	54	111	127	29	72	79	83	41	114	75	20	84	37	8
117	44	105	79	30	89	52	9	79	125	108	96	127	38	95	25	123	31
14	5	68	17	78	22	102	53	54	98	18	9	97	69	8	34	39	121
93	56	21	44	85	77	29	47	74	52	96	50	32	108	60	37	70	62
117	122	49	34	64	67	80	79	46	54	15	44	79	48	20	88	92	91
112	78	98	29	97	56	74	111	112	38	102	19	2	0	26	40	94	60
0	108	30	35	119	19	36	3	112	85	76	2	122	97	23	83	94	108
56	9	44	58	42	120	117	127	123	69	97	38	80	111	58	108	92	87
79	62	84	76	89	6	38	41	104	21	71	7	9	53	20	27	96	120
91	54	24	102	58	71	74	89	80	3	82	65	25	110	79	91	110	106
51	116	125	14	104	114	93	51	17	70	55	119	84	81	51	59	70	121
106	92	104	67	7	51	30	23	122	89	56	31	110	31	100	72	91	5
76	67	39	122	37	89	41	99	55	80	124	36	79	99	79	96	91	32
118	71	61	75	103	81	30	88	0	66	52	11	76	116	82	66	85	85
100	61	3	53	92	58	84	40	25	103	42	8	115	92	6	56	45	90
29	116	72	2	88	125	4	100	1	12	54	46	122	29	9	117	112	114
78	83	1	51	9	15	11	52	119	41	38	51	78	87	16	30	82	10
126	118	79	93	117	36	32	41	87	46	45	60	9	79	11	73	113	34
42	88	81	102	70	97	119	119	28	56	53	52	41	55	57	119	58	40
44	127	10	68	88	38	41	35	103	18	65	24	56	121	69	126	73	94
6	59	50	96	27	120	0	86	93	93	121	74	123	67	8	37	104	104
25	55	50	64	108	90	63	97	20	8	5	77	34	88	70	73	69	45
57	14	21	67	21	17	66	61	86	1	119	111	11	120	6	115	113	109
38	32	97	66	56	12	58	22	6	66	86	122	119	84	47	33	83	126
69	34	3	66	29	7	104	2	21	116	51	74	13	87	87	76	109	29
89	121	67	33	96	58	20	13	105	113	54	98	39	120	123	125	7	100
30	26	63	119	14	93	26	37	0	75	108	24	105	79	47	122	30	101
10	45	68	16	28	35	84	16	64	101	33	29	55	25	0	79	24	104
38	8	70	84	97	72	34	42	117	69	11	32	94	1	82	62	66	65
41	124	6	125	83	85	53	62	50	37	120	108	30	52	5	24	95	102
25	27	95	29	98	63	84	18	4	117	72	47	107	70	38	14	67	7
36	95	66	23	56	17	76	72	48	78	0	85	56	84	81	12	48	46
62	5	87	63	119	84	12	91	34	42	75	16	15	91	76	48	118	68
127	30	93	114	46	27	2	5	43	8	54	106	40	30	64	28	46	49
106	59	11	62	91	57	0	29	14	85	101	61	11	5	44	35	2	19
90	123	67	99	6	7	70	14	124	85	5	18	56	102	15	72	58	22
41	43	113	82	47	81	0	78	51	109	112	117	59	116	3	112	48	100
2	14	53	100	30	64	24	100	118	18	40	30	29	124	19	22	120	104
40	43	81	102	56	77	122	9	122	80	62	118	86	77	109	63	66	22
15	21	103	113	20	60	16	87	45	37	70	34	99	100	106	126	17	84
63	89	117	9	121	37	27	9	117	78	80	84	55	71	63	15	119	122
87	13	27	85	125	23	65	15	32	22	118	61	86	2	26	86	89	45
80	40	46	83	24	59	60	36	118	94	62	120	9	108	32	105	60	73
35	103	7	88	29	107	30	46	67	43	33	61	88	123	79	73	86	42
38	84	6	44	116	12	120	78	95	101	47	26	70	58	26	3	4	43
123	34	28	48	18	74	88	61	94	36	79	58	108	121	96	46	93	89
76	56	6	5	73	104	6	72	111	123	65	104	55	109	40	92	77	75
31	81	33	12	64	68	42	40	115	46	88	69	27	37	5	55	89	72
85	104	124	61	8	54	34	88	91	106	66	97	60	127	18	85	115	114
28	109	101	91	78	88	60	91	102	114	118	44	71	36	63	117	76	104
89	55	50	46	9	109	51	19	68	67	99	41	81	37	53	110	57	96
14	58	103	84	41	36	65	34	8	57	121	2	21	24	65	97	0	46
119	97	112	83	62	45	119	74	94	98	53	58	24	122	16	21	76	52
89	112	5	114	0	84	52	24	50	2	78	41	83	13	13	6	50	56
99	3	26	82	63	67	89	19	61	42	54	29	78	47	47	27	93	34
111	85	54	74	53	99	60	97	32	14	52	63	123	5	20	56	43	85
56	79	115	105	11	16	40	62	44	21	30	72	64	17	81	50	17	61
96	67	68	19	44	117	60	55	27	92	25	44	82	78	68	23	120	44
31	19	27	108	47	36	40	26	107	15	30	80	78	77	46	16	116	106
82	38	51	123	26	95	49	43	25	59	81	31	121	15	96	48	59	69
38	51	5	67	125	4	83	89	31	89	64	38	42	99	11	75	31	29
0	28	22	110	75	46	25	93	60	5	7	43	67	77	11	11	27	5
113	96	115	65	29	41	55	48	17	80	95	54	109	35	62	100	35	69
61	42	122	113	69	7	20	39	45	21	49	52	30	22	100	53	113	123
115	8	97	38	24	123	29	93	73	6	9	108	100	26	48	5	5	11
36	120	54	80	0	106	61	86	82	35	72	2	14	96	103	17	78	100
52	100	67	65	43	36	37	92	7	28	31	111	109	39	51	78	106	125
11	64	123	68	46	26	29	76	94	94	93	53	54	18	102	52	88	16
8	96	34	35	40	21	64	115	29	38	8	124	14	11	41	119	119	37
58	12	69	70	0	92	98	80	63	97	80	0	57	81	38	110	5	75
12	57	38	103	49	118	108	22	16	100	80	74	72	85	52	92	64	19
79	100	95	37	3	124	113	51	113	6	15	104	126	39	84	36	86	51
33	35	40	6	15	87	74	2	85	96	57	28	53	110	67	63	62	77
3	95	101	79	43	90	69	76	71	47	36	34	56	11	104	49	72	83
72	22	127	117	94	126	34	75	89	105	30	94	89	124	19	11	67	75
31	21	54	100	79	28	62	18	122	29	26	16	2	41	67	29	7	116
6	56	117	57	96	71	21	16	66	21	123	20	22	66	1	26	47	32
56	6	24	16	63	39	119	110	37	78	102	65	103	4	53	34	72	70
82	19	23	12	43	73	41	47	62	101	106	123	72	17	67	90	64	69
48	6	33	100	31	40	93	122	0	22	67	115	44	94	94	114	90	20
24	107	84	43	25	94	59	40	17	120	14	46	68	49	38	80	64	77
25	93	30	64	23	106	13	78	91	94	65	4	66	18	35	120	27	83
31	87	93	70	94	72	99	82	101	61	27	106	122	23	33	109	36	124
46	67	74	32	82	96	65	68	3	29	27	27	58	37	80	57	30	13
27	47	83	65	116	43	2	11	123	7	106	55	0	110	110	80	41	71
44	63	81	108	54	93	101	60	41	66	90	127	31	74	62	64	10	13
44	90	45	16	40	49	36	10	54	119	56	16	91	2	0	103	7	126
38	111	54	26	86	51	67	61	95	120	82	112	102	58	35	42	1	61
57	70	109	58	122	120	6	66	21	2	94	107	78	65	101	94	23	92
57	107	66	125	1	118	110	107	79	105	54	7	86	51	117	28	60	14
13	106	110	22	6	18	74	82	47	36	51	93	40	28	45	50	71	66
101	95	21	22	20	60	33	8	44	120	60	114	16	58	18	50	98	117
28	43	18	89	82	34	5	45	13	117	122	86	116	102	106	108	43	62
37	72	39	13	6	83	48	11	21	46	92	0	56	61	72	68	41	26
49	48	84	102	18	53	49	69	87	107	34	116	102	16	102	34	85	48
